종목명,항목,내용
전자상거래운용사,실시기관 홈페이지,license.korcham.net 
전자상거래운용사,실시기관명,대한상공회의소 
전자상거래운용사,위 자격취득자에 대한 법령상 우대현황,▣ 국가를 당사자로 하는 계약에 관한 법률 □ 동법 시행규칙 제49조 (원가계산을 할 때 단위당 가격의 기준) ▣ 교원자격검정령  □ 동령 시행규칙 제9조 (무시험검정의 신청) ▣ 국가공무원법 □ 동법 제36조의2 (채용시험의 가점) ▣ 국회인사규칙 □ 동규칙 제20조 (특별채용의 요건) ▣ 비상대비자원 관리법 □ 동법 제2조 (대상자원의 범위) ▣ 공직자윤리법의 시행에 관한 대법원규칙 □ 동규칙 제26조 (취업승인) ▣ 기능대학법 □ 동법 시행령 제10조 (다기능기술자과정의 학생선발방법) ▣ 국가기술자격법 □ 동법 제14조 (국가기술자격 취득자에 대한 우대)  □ 동법 시행령 제27조 (국가기술자격취득자의 취업 등에 대한 우대)  ▣ 근로자직업능력개발법 □ 동법 제21조 (근로자의 자율적 직업능력개발 지원)  □ 동법 제28조 (직업능력개발훈련교사의 자격취득) ▣ 지역균형개발 및 지방중소기업 육성에 관한 법률 □ 동법 제48조 (인력의 개발 및 지역정착)  □ 동법 시행령 제59조 (인력의 지역정착지원) ▣ 독학에 의한 학위취득에 관한 법률 □ 동법 시행령 제9조 (시험과목면제 대상) ▣ 석유 및 석유대체연료 사업법 □ 동법 시행규칙 제29조 (품질검사기관의 지정기준 및 절차) ▣ 군인사법 □ 동법 시행규칙 제14조 (부사관의 임용<개정 2001.5.19>)▣ 경찰공무원임용령 □ 동령 제16조 (특별채용의 요건) ▣ 지방자치단체를 당사자로 하는 계약에 관한 법률 □ 동법 시행령 제57조 (주민참여감독자의 자격)  □ 동법 시행령 제7조 (원가계산을 할 때 단위당 가격의 기준) ▣ 중소기업인력지원 특별법 □ 동법 제28조 (근로자의 창업지원 등)  
전자상거래운용사,취득방법,"① 시 행 처 : 대한상공회의소 (☎ 02-2102-3600) ② 시험과목   - 필기 : 1. 인터넷일반               2. 전자상거래일반            3. 컴퓨터 및 통신일반   - 실기 : 전자상거래구축 기본기술 ③ 검정방법    - 필기 : 객관식 4지 택일형 60문항 (시험시간 : 60분)   - 실기 : 컴퓨터작업형(5문제 이내) (시험시간 : 100분)            ※ 단, 실기시험은 필기시험 합격자에 한함 ④ 응시자격 : 제한없음  ⑤ 합격기준   - 필기 : 매과목 100점 만점에 과목당 40점 이상, 평균 60점 이상   - 실기 : 100점 만점에 70점 이상 "
전자응용기술사,취득방법,"① 시 행 처 : 한국산업인력공단② 관련학과 : 대학의 전기전자공학, 전자공학, 제어계측공학 등 관련학과 ③ 시험과목   - 전자재료, 전자기기, 음향영상기기의 설계, 제조 및 관리기술에 관한 사항④ 검정방법   - 필기 : 단답형 및 주관식 논술형(매교시당 100분, 총 400분)   - 면접 : 구술형 면접(30분정도)⑤ 합격기준   - 필기·면접 : 100점을 만점으로 하여 60점 이상 "
전자응용기술사,진로 및 전망,"- 전자제품 및 기기제조업체, 계측기기제조업체, 건설회사의 계전 및 계측기기 부서, 데   이터통신업무를 운용하는 업체, 컴퓨터 시스템을 운용하는 업체, 자동차 및 비행기제   조업체, 공공기관 등에 진출할 수 있다.  또는 전자 및 통신관련 연구소에서 연구원   으로서 연구개발업무를 담당하기도 한다. - 최근 국가경쟁력을 결정짓는 요소로서 기술력의 중요성이 점차 커지고 있고 신기술경   쟁체제를 바탕으로 지식기반 경제체제를 얼마나 빨리 구축하는가에 따라 정보화의 수   준이 판가름난다.  정보화의 진전과 정보통신산업의 발달로 전자기술분야는 거의 모   든 분야에 영향을 미친다고 할 수 있다.  따라서 관련분야에서 고도의 지식과 실무경   험을 소지한 전문가의 수요는 꾸준할 전망이다.  특히 전자산업은 연구개발을 통해    부가가치를 극대화시킬 수 있어 전문인력에 대한 투자와 지원도 늘어날 것으로 예상   된다."
전자응용기술사,실시기관명,한국산업인력공단 
전자응용기술사,실시기관 홈페이지,http://www.q-net.or.kr
전자응용기술사,수행직무,"전자응용에 관한 고도의 전문지식과 실무경험을 바탕으로 가전제품, 의료장비, 통신장 비, 방송장비, 자동차, 비행기, 전동차 등 각종 전자장비, 전자기기, 전자재료의 설계  및 시공, 감리업무 수행.  또한 이와 관련한 기술자문 및 기술지도 담당. "
전자응용기술사,변천과정,1974년 전자기술사(전자재료)로 신설된 후 1991년 전자응용기술사로 변경. 
전자응용기술사,개요,"세계 유수의 전자공업국으로 발돋움하기 위하여 전자산업에 우수한 기술인력을 공급하고 자 전자기기에 관한 전문적인 지식과 기술, 풍부한 실무경험을 가진 인력의 양성이 필 요하게 됨에 따라 자격제도 제정. "
전자응용기술사,위 자격취득자에 대한 법령상 우대현황,▣ 경비업법 □ 동법 시행령 제3조 (허가신청 등)   □ 경비업의 시설 등의 기준 (제3조제2항 관련)▣ 국가를 당사자로 하는 계약에 관한 법률                           □ 동법 시행규칙 제7조 (원가계산을 할 때 단위당 가격의 기준)  ▣ 조세특례제한법 □ 동법 시행령 제5조 (창업중소기업 등에 대한 세액감면) ▣ 고등학교 졸업학력 검정고시 규칙  □ 동규칙 제12조 (과목면제)   ▣ 교원자격검정령  □ 동령 시행규칙 제9조 (무시험검정의 신청) ▣ 국외유학에 관한 규정 □ 동 규정 제5조 (자비유학자격)   ▣ 과학기술인공제회법 □ 동법 제6조 (회원의 자격) ▣ 국가과학기술경쟁력강화를 위한 이공계지원특별법 □ 동법 제16조 (기업의 이공계인력의 활용지원) ▣ 국가과학기술 경쟁력강화를 위한 이공계지원특별법 □ 동법 시행령 제20조 (연구기획평가사의 자격시험) ▣ 기술사법 □동법 시행령 제19조 (합동기술사사무소의 등록기준 등) ▣ 국가공무원법 □ 동법 제36조의2 (채용시험의 가점) ▣ 국회인사규칙 □ 동규칙 제20조 (특별채용의 요건) ▣ 비상대비자원 관리법 □ 동법 제2조 (대상자원의 범위) ▣ 공직자윤리법의 시행에 관한 대법원규칙 □ 동규칙 제26조 (취업승인) ▣ 기능대학법 □ 동법 시행령 제10조 (다기능기술자과정의 학생선발방법) ▣ 국가기술자격법 □ 동법 제14조 (국가기술자격 취득자에 대한 우대)  □ 동법 시행령 제27조 (국가기술자격취득자의 취업 등에 대한 우대)  ▣ 근로자직업능력개발법 □ 동법 제21조 (근로자의 자율적 직업능력개발 지원)  □ 동법 제28조 (직업능력개발훈련교사의 자격취득) ▣ 지역균형개발 및 지방중소기업 육성에 관한 법률 □ 동법 제48조 (인력의 개발 및 지역정착)  □ 동법 시행령 제59조 (인력의 지역정착지원) ▣ 독학에 의한 학위취득에 관한 법률 □ 동법 시행령 제9조 (시험과목면제 대상) ▣ 석유 및 석유대체연료 사업법 □ 동법 시행규칙 제29조 (품질검사기관의 지정기준 및 절차) ▣ 군인사법 □ 동법 시행규칙 제14조 (부사관의 임용<개정 2001.5.19>) □ 동법 제39조 (전역보류) ▣ 경찰공무원임용령 □ 동령 제16조 (특별채용의 요건) ▣ 지방자치단체를 당사자로 하는 계약에 관한 법률 □ 동법 시행령 제57조 (주민참여감독자의 자격)  □ 동법 시행령 제7조 (원가계산을 할 때 단위당 가격의 기준) ▣ 중소기업인력지원 특별법 □ 동법 제28조 (근로자의 창업지원 등) ▣ 지방자치법 □ 동법 시행령 제26조 (감사청구심의회) ▣ 소방시설 설치 유지 및 안전관리에 관한 법률  □ 동법 시행령 제106조 (계약심의위원회의 구성) ▣ 공원구역내 광물채굴허가 사무처리규칙 □ 동규칙 제6조 (허가절차 등)  ▣ 기술이전촉진법 □ 동법 시행령 제16조 (기술거래사의 자격 등) ▣ 방위사업법 □ 동법 시행령 제5조 (옴부즈만의 구성·자격기준 및 임기 등)▣ 부품·소재전문기업 등의 육성에 관한 특별조치법 □ 동법 시행령 제14조 (부품·소재기술개발전문기업의 지원기준 등)▣ 공직자 윤리법 □ 동법 시행령 제34조 (취업승인) ▣ 기간제 및 단시간근로자 보호 등에 관한 법률 □ 동법 시행령 제3조 (기간제근로자 사용기간 제한의 예외)▣ 중소기업창업지원법 □ 동법 시행령 제8조 (창업투자회사의 등록요건) ▣ 법원공무원규칙 □ 동규칙 제19조 (특별채용시험의 응시요건 등) ▣ 통신비밀보호법 □ 동법 시행령 제28조(불법감청설비탐지업등록의 신청) 
전자조판기능사,취득방법,"① 시 행 처 : 한국산업인력공단 (☎ 02-3271-9190~1) ② 관련학과 : 공업계고등학교의 인쇄관련학과 ③ 시험과목    - 필기 : 1.인쇄일반  2.제판 및 전자조판  3.편집교정   - 실기 : 전자조판작업 ④ 검정방법   - 필기 : 전과목 혼합, 객관식 60문항 (60분)   - 실기 : 작업형(4시간 정도) ⑤ 합격기준    - 필기·실기 : 100점을 만점으로 하여 60점 이상."
전자조판기능사,진로 및 전망,"- 인쇄전문업체, 종합인쇄 및 출판업체, 신문사 및 정기간행물 발간업체, 광고회사, 기   업체의 홍보실 등으로 진출할 수 있다. - 제판·인쇄분야의 자동화, 기계화, 컴퓨터를 이용한 전자출판의 일반화로 생산성이 크   게 향상되고 있다.특히 네트워크 기술의 발전과 전반적인 인쇄공정의 단축, 비용 절   감, 품질향상, 환경문제에 초점을 맞춘 인쇄기들이 등장하고 있다. 또한 CD 등의 디   지털 매개체의 발전이 이루어지고 고품질 저가의 제품을 공급할 것으로 보이며, 포장   인쇄시장의 발달과 인쇄물의 수출도 꾸준히 증가할 전망이다. 장기적으로는 정보 통   신의 발달로 인쇄물수요자와 공급자간의 동시연결 및 동시인쇄시대가 펼쳐지고, 인쇄   판의 전산화가 본궤도에 오르면 제판작업의 생략을 가져오게 될 것이다. 이에 따라    수동사식이나 사진제판분야의 인력수요가 감소할 것으로 보이는 반면, 전자조판분야   의 기능인력에 대한 수요는 증가할 전망이다."
전자조판기능사,실시기관명,한국산업인력공단
전자조판기능사,실시기관 홈페이지,http://www.q-net.or.kr
전자조판기능사,변천과정,"1979년 옵셋제판기능사2급(제판)으로 신설되어, 1983년 제판기능사2급(평판)으로, 1991 년 평판기능사2급으로, 1999년 전자조판기능사로 변경."
전자조판기능사,개요,"최근 편집 및 조판에서부터 제판, 인쇄에 이르기까지 과정이 자동화, 기계화되고, 컴퓨 터를 이용한 전자출판이 일반화되고 있다. 이에 따라 산업현장에서 필요로 하는 전자조 판업무를 담당할 숙련기능인력 양성이 요구됨에 따라 자격 제도 제정."
전자조판기능사,수행직무,"컴퓨터에 의한 전자출판이 이루어지면서, 기존의 제판작업공정인 '필름작업-인쇄판만들 기'공정에서 필름작업이 생략되어 '화면편집- 인쇄판만들기'로 바뀌었고, 디지털 인쇄 기가 일반화되면 '화면편집-인쇄'로 전환된다. 이에 따라 전자조판기능사는 고객으로부 터 원고를 받아 컴퓨터작업을 통해 독자가 보기 편하게 편집하고 조판하는 업무를 수 행."
전자출판기능사,진로 및 전망,"- 전자출판기능사는 주어진 원고물의 문자나 사진 등을 전자출판용 기기를 사용하여 입   력, 편집, 교정 등의 작업을 수행하여 인쇄에 적합한 원고를 제작, 출판하는 직무를    수행하는 전문인으로 정보화 사회에 부응하고 산업사회의 정보를 신속, 정확하게 수   행하여 기존의 수작업식 원고작업 대신에 츨판편집용 기기를 이용하여 조판 및 지면    배치나 스캐너를 이용한 그래픽의 처리 등을 수행한다. 또한 전자출판은 종이를 사용   하는 출판과 종이를 사용하지 않는 출판으로 나눌 수 있는데 앞으로는 후자가 더욱    급속히 발전될 것이다. 정보, 지식 산업은 이미 국경을 초월한 국제 산업으로 자리잡   고 있으며 더욱이 출판은 정보사회의 다양한 지식과 정보 문화를 체계적으로 정리하   고, 보존, 전달하는데 핵심적인 약할을 하고 있으며 그 나라의 문화수준과 국가경쟁   가늠하는 척도로서의 역할을 한다해도 과언이 아닐 것이다. 이러한 출판의 국제적 추   세에 뒤쳐지지 않기 위해서는 창조적인 전문 출판기능사의 양성이 무엇보다 중요하   며 인재 확보의 여하에 따라 발전의 속도와 수준이 결정되므로 시급히 전자출판에 대   한 전문가를 배츨하여 업계에 공급해야 할 것이다. 또한 전자출판은 지식 정보화 사   회에서 미래 전망 직업으로서 신문사, 잡지사, 사보 편집실, 광고회사, 출판사, 기획   실, 인쇄소, 기타 컴퓨터 편집과 연관되는 직종에서 많은 수의 인력을 요구하고 있으   며 그 수요는 급격히 늘어날 것으로 예상하고 있다.  - 관련직업 : 출판 및 자료편집 사무원"
